ERR5883596,KQB09-20432,89.9411
ERR5883673,KQB09-20432,86.4808
ERR5883995,KQB09-20432,87.5743
ERR5885403,KQB09-20432,86.3806
ERR5906601,KQB09-20432,86.4598
ERR5908673,KQB09-20432,86.1768
ERR5917042,KQB09-20432,87.6779
ERR5943380,KQB09-20432,85.2088
ERR5948277,KQB09-20432,87.3918
ERR5948286,KQB09-20432,89.0573
ERR5957074,KQB09-20432,89.3022
ERR5959749,KQB09-20432,89.5911
ERR5987180,KQB09-20432,89.4221
ERR5987787,KQB09-20432,89.209
ERR5988136,KQB09-20432,87.5657
SRR5258960,KQB09-20432,80.8231
SRR5258961,KQB09-20432,80.8506
SRR5259000,KQB09-20432,83.2514
SRR5259001,KQB09-20432,83.2921
ERR5880619,Q135,87.0923
ERR5881730,Q135,89.5199
ERR5881820,Q135,86.6832
ERR5881912,Q135,87.7705
ERR5883420,Q135,83.5778
ERR5884118,Q135,86.9557
ERR5886760,Q135,85.2836
ERR5919572,Q135,87.4355
ERR5927880,Q135,88.6935
ERR5947504,Q135,86.87
ERR5948420,Q135,87.6407
ERR5954139,Q135,89.3069
ERR5978018,Q135,89.5615
ERR5986540,Q135,86.8349
ERR5986956,Q135,88.4918
ERR5882008,Q151,88.8811
ERR5882378,Q151,86.3827
ERR5882631,Q151,87.7143
ERR5884011,Q151,88.1615
ERR5884014,Q151,87.9617
ERR5884047,Q151,88.1431
ERR5902818,Q151,88.6406
ERR5927883,Q151,88.5825
ERR5950057,Q151,88.9435
ERR5950059,Q151,88.056
ERR5954095,Q151,88.9115
ERR5970143,Q151,89.1741
ERR5976777,Q151,87.3493
ERR5976781,Q151,88.523
ERR5979921,Q151,87.2697
ERR5881673,Q157,87.3725
ERR5881766,Q157,82.0915
ERR5883918,Q157,87.6809
ERR5900082,Q157,81.1501
ERR5906604,Q157,86.4073
ERR5917041,Q157,86.9931
ERR5948284,Q157,86.0551
ERR5948291,Q157,88.4386
ERR5950935,Q157,86.163
ERR5957071,Q157,87.7586
ERR5959253,Q157,86.9592
ERR5959255,Q157,88.3658
ERR5976733,Q157,82.7285
ERR5978222,Q157,85.5397
ERR5978239,Q157,86.328
ERR5881556,Q238,86.8095
ERR5881831,Q238,81.5024
ERR5884032,Q238,83.5921
ERR5884190,Q238,84.3988
ERR5890966,Q238,87.2795
ERR5906605,Q238,85.3696
ERR5927881,Q238,88.735
ERR5943487,Q238,88.4977
ERR5948326,Q238,88.741
ERR5948456,Q238,83.5758
ERR5950349,Q238,88.8592
ERR5954113,Q238,87.3386
ERR5954215,Q238,84.4982
ERR5975231,Q238,87.9808
ERR5981343,Q238,87.8444
ERR5881566,SRA3,86.0366
ERR5881616,SRA3,87.8305
ERR5882600,SRA3,86.5681
ERR5882821,SRA3,82.422
ERR5884419,SRA3,85.8327
ERR5885438,SRA3,84.8696
ERR5927876,SRA3,83.0406
ERR5927878,SRA3,89.0462
ERR5934427,SRA3,84.1095
ERR5935630,SRA3,84.4542
ERR5952766,SRA3,84.382
ERR5957083,SRA3,86.859
ERR5970264,SRA3,85.9635
ERR5974750,SRA3,87.3449
ERR5976782,SRA3,86.867
ERR5881408,SRA5,88.6703
ERR5881975,SRA5,87.489
ERR5882606,SRA5,79.071
ERR5884188,SRA5,84.0445
ERR5900056,SRA5,86.6741
ERR5906599,SRA5,84.4418
ERR5914380,SRA5,82.9275
ERR5927882,SRA5,85.5509
ERR5947505,SRA5,87.5952
ERR5950343,SRA5,83.6762
ERR5952368,SRA5,84.6755
ERR5957070,SRA5,87.7415
ERR5960092,SRA5,85.5403
ERR5976778,SRA5,86.2818
ERR5986541,SRA5,87.71
