SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
SRR20912177,BTx623,98.167
SRR20912178,BTx623,98.636
SRR20912179,BTx623,82.5701
SRR20912180,BTx623,87.954
SRR20912181,BTx623,89.5719
SRR20912182,BTx623,89.3348
SRR20912183,BTx623,97.4987
SRR20912184,BTx623,97.7382
SRR20912185,BTx623,94.3866
SRR20912186,BTx623,98.3864
SRR20912187,BTx623,98.413
SRR20912188,BTx623,98.2987
SRR20912189,BTx623,98.5958
SRR20912190,BTx623,98.6119
SRR6188828,Rio,98.3618
SRR6188829,Rio,98.331
SRR6188846,Rio,94.7103
SRR6188847,Rio,98.3182
SRR6188848,Rio,94.1709
SRR6188849,Rio,98.1224
SRR6188850,Rio,98.2363
SRR6188851,Rio,98.207
SRR6188852,Rio,98.2866
SRR6188853,Rio,98.4173
SRR6188854,Rio,98.4171
SRR6188855,Rio,98.1722
SRR20912171,BTx623,98.8379
SRR20912172,BTx623,98.7967
SRR20912173,BTx623,98.5332
SRR20912174,BTx623,98.225
SRR20912175,BTx623,98.3834
SRR20912176,BTx623,98.4674
